Id	Name	LevelUpId	Type	Prefab	Score	MoveType	StartMoveDirection	MoveRange	MoveSpeed	Weight	BornDelay	DestoryTime	CarryStoneId	CatchEffect	IsBoomDestroy	InitialType	IntParams	FloatParams
1864	炸弹		4	Assets/Product/Ui/ComponentPrefab/GoldenMiner/Boom.prefab	500	1	1	3600	245		20.0	14.0		Assets/Product/Effect/Prefab/FxUi/FxUiGoldenMinerBattle/FxUiGoldenMinerBattleBao1.prefab				
1901	金矿·小		2	Assets/Product/Ui/ComponentPrefab/GoldenMiner/Gold.prefab	100	1	-1	2680	253	10	2.0	11.0		Assets/Product/Effect/Prefab/FxUi/FxUiGoldenMinerBattle/FxUiGoldenMinerBattleZhua.prefab	1			
1902	金矿·中		2	Assets/Product/Ui/ComponentPrefab/GoldenMiner/GoldMid.prefab	250	1	-1	2680	189	100	8.0	15.0		Assets/Product/Effect/Prefab/FxUi/FxUiGoldenMinerBattle/FxUiGoldenMinerBattleZhua.prefab	1			
1903	金矿·大		2	Assets/Product/Ui/ComponentPrefab/GoldenMiner/GoldGra.prefab	600	1	-1	2680	191	300	15.0	15.0		Assets/Product/Effect/Prefab/FxUi/FxUiGoldenMinerBattle/FxUiGoldenMinerBattleZhua.prefab	1			
1904	钻石·普通		3	Assets/Product/Ui/ComponentPrefab/GoldenMiner/Diamond.prefab	400	1	-1	2680	205	5	36.0	14.0		Assets/Product/Effect/Prefab/FxUi/FxUiGoldenMinerBattle/FxUiGoldenMinerBattleZhua.prefab	1			
1905	钻石·超级		3	Assets/Product/Ui/ComponentPrefab/GoldenMiner/DiamondMid.prefab	800	1	-1	2680	238	5	21.0	12.0		Assets/Product/Effect/Prefab/FxUi/FxUiGoldenMinerBattle/FxUiGoldenMinerBattleZhua.prefab	1			
1906	岩石·小		1	Assets/Product/Ui/ComponentPrefab/GoldenMiner/Stone.prefab	20	1	-1	2680	250	50		11.0			1			
1907	岩石·中		1	Assets/Product/Ui/ComponentPrefab/GoldenMiner/StoneMid.prefab	40	1	-1	2680	215	200	25.0	13.0			1			
1908	岩石·大		1	Assets/Product/Ui/ComponentPrefab/GoldenMiner/StoneGra.prefab	60	1	-1	2680	157	300	10.0	18.0			1			
1909	猫		5	Assets/Product/Ui/Spine/UiSpine/UiGoldenMinerSpine/UiGoldenMineMao02.prefab	500	1	-1	2680	264	6	28.0	11.0		Assets/Product/Effect/Prefab/FxUi/FxUiGoldenMinerBattle/FxUiGoldenMinerBattleZhua.prefab	1			
1910	猫+小钻石		5	Assets/Product/Ui/Spine/UiSpine/UiGoldenMinerSpine/UiGoldenMineMao02.prefab	500	1	-1	2680	279	6	43.0	10.0	905	Assets/Product/Effect/Prefab/FxUi/FxUiGoldenMinerBattle/FxUiGoldenMinerBattleZhua.prefab	1			
1911	猫+大钻石		5	Assets/Product/Ui/Spine/UiSpine/UiGoldenMinerSpine/UiGoldenMineMao02.prefab	500	1	-1	2680	300	6	21.0	9.0	906	Assets/Product/Effect/Prefab/FxUi/FxUiGoldenMinerBattle/FxUiGoldenMinerBattleZhua.prefab	1			
1912	猫+沙漏		5	Assets/Product/Ui/Spine/UiSpine/UiGoldenMinerSpine/UiGoldenMineMao02.prefab	500	1	-1	2680	301	6	45.0	11.0	910	Assets/Product/Effect/Prefab/FxUi/FxUiGoldenMinerBattle/FxUiGoldenMinerBattleZhua.prefab	1			
1913	猫+道具箱		5	Assets/Product/Ui/Spine/UiSpine/UiGoldenMinerSpine/UiGoldenMineMao02.prefab	500	1	-1	2680	298	6	27.0	9.0	909	Assets/Product/Effect/Prefab/FxUi/FxUiGoldenMinerBattle/FxUiGoldenMinerBattleZhua.prefab	1			
1914	猫+红包		5	Assets/Product/Ui/Spine/UiSpine/UiGoldenMinerSpine/UiGoldenMineMao02.prefab	500	1	-1	2680	275	6	20.0	12.0	908	Assets/Product/Effect/Prefab/FxUi/FxUiGoldenMinerBattle/FxUiGoldenMinerBattleZhua.prefab	1			
1915	石榴		11	Assets/Product/Ui/ComponentPrefab/GoldenMiner/Pomegranate.prefab		1	-1	2680	203	30	40.0	14.0		Assets/Product/Effect/Prefab/FxUi/FxUiGoldenMinerBattle/FxUiGoldenMinerBattleZhua.prefab	1		[1]	[2.0]
1916	炸弹		4	Assets/Product/Ui/ComponentPrefab/GoldenMiner/Boom.prefab		1	-1	3600	214		23.0	16.0		Assets/Product/Effect/Prefab/FxUi/FxUiGoldenMinerBattle/FxUiGoldenMinerBattleBao1.prefab				
1917	金矿·小		2	Assets/Product/Ui/ComponentPrefab/GoldenMiner/Gold.prefab	100	1	-1	2680	204	10	4.0	14.0		Assets/Product/Effect/Prefab/FxUi/FxUiGoldenMinerBattle/FxUiGoldenMinerBattleZhua.prefab	1			
1918	金矿·中		2	Assets/Product/Ui/ComponentPrefab/GoldenMiner/GoldMid.prefab	250	1	-1	2680	170	100	13.0	14.0		Assets/Product/Effect/Prefab/FxUi/FxUiGoldenMinerBattle/FxUiGoldenMinerBattleZhua.prefab	1			
1919	金矿·大		2	Assets/Product/Ui/ComponentPrefab/GoldenMiner/GoldGra.prefab	600	1	-1	2680	256	300	16.0	11.0		Assets/Product/Effect/Prefab/FxUi/FxUiGoldenMinerBattle/FxUiGoldenMinerBattleZhua.prefab	1			
1920	钻石·普通		3	Assets/Product/Ui/ComponentPrefab/GoldenMiner/Diamond.prefab	400	1	-1	2680	231	5	24.0	12.0		Assets/Product/Effect/Prefab/FxUi/FxUiGoldenMinerBattle/FxUiGoldenMinerBattleZhua.prefab	1			
1921	钻石·超级		3	Assets/Product/Ui/ComponentPrefab/GoldenMiner/DiamondMid.prefab	800	1	-1	2680	222	5	29.0	13.0		Assets/Product/Effect/Prefab/FxUi/FxUiGoldenMinerBattle/FxUiGoldenMinerBattleZhua.prefab	1			
1922	岩石·小		1	Assets/Product/Ui/ComponentPrefab/GoldenMiner/Stone.prefab	20	1	-1	2680	199	50	8.0	14.0			1			
1923	岩石·中		1	Assets/Product/Ui/ComponentPrefab/GoldenMiner/StoneMid.prefab	40	1	-1	2680	156	200	24.0	18.0			1			
1924	岩石·大		1	Assets/Product/Ui/ComponentPrefab/GoldenMiner/StoneGra.prefab	60	1	-1	2680	200	300	18.0	14.0			1			
1925	猫		5	Assets/Product/Ui/Spine/UiSpine/UiGoldenMinerSpine/UiGoldenMineMao02.prefab	500	1	-1	2680	274	6	38.0	10.0		Assets/Product/Effect/Prefab/FxUi/FxUiGoldenMinerBattle/FxUiGoldenMinerBattleZhua.prefab	1			
1926	猫+小钻石		5	Assets/Product/Ui/Spine/UiSpine/UiGoldenMinerSpine/UiGoldenMineMao02.prefab	500	1	-1	2680	269	6	35.0	10.0	905	Assets/Product/Effect/Prefab/FxUi/FxUiGoldenMinerBattle/FxUiGoldenMinerBattleZhua.prefab	1			
1927	猫+大钻石		5	Assets/Product/Ui/Spine/UiSpine/UiGoldenMinerSpine/UiGoldenMineMao02.prefab	500	1	-1	2680	290	6	31.0	11.0	906	Assets/Product/Effect/Prefab/FxUi/FxUiGoldenMinerBattle/FxUiGoldenMinerBattleZhua.prefab	1			
1928	猫+沙漏		5	Assets/Product/Ui/Spine/UiSpine/UiGoldenMinerSpine/UiGoldenMineMao02.prefab	500	1	-1	2680	262	6	26.0	11.0	910	Assets/Product/Effect/Prefab/FxUi/FxUiGoldenMinerBattle/FxUiGoldenMinerBattleZhua.prefab	1			
1929	猫+道具箱		5	Assets/Product/Ui/Spine/UiSpine/UiGoldenMinerSpine/UiGoldenMineMao02.prefab	500	1	-1	2680	261	6	41.0	11.0	909	Assets/Product/Effect/Prefab/FxUi/FxUiGoldenMinerBattle/FxUiGoldenMinerBattleZhua.prefab	1			
1930	猫+红包		5	Assets/Product/Ui/Spine/UiSpine/UiGoldenMinerSpine/UiGoldenMineMao02.prefab	500	1	-1	2680	296	6	44.0	10.0	908	Assets/Product/Effect/Prefab/FxUi/FxUiGoldenMinerBattle/FxUiGoldenMinerBattleZhua.prefab	1			
1931	石榴		11	Assets/Product/Ui/ComponentPrefab/GoldenMiner/Pomegranate.prefab		1	-1	2680	223	30	38.0	13.0		Assets/Product/Effect/Prefab/FxUi/FxUiGoldenMinerBattle/FxUiGoldenMinerBattleZhua.prefab	1		[1]	[2.0]
1932	炸弹		4	Assets/Product/Ui/ComponentPrefab/GoldenMiner/Boom.prefab	500	1	-1	3600	240		30.0	14.0		Assets/Product/Effect/Prefab/FxUi/FxUiGoldenMinerBattle/FxUiGoldenMinerBattleBao1.prefab				
1933	金矿·小		2	Assets/Product/Ui/ComponentPrefab/GoldenMiner/Gold.prefab	100	1	1	2680	206	10	1.0	14.0		Assets/Product/Effect/Prefab/FxUi/FxUiGoldenMinerBattle/FxUiGoldenMinerBattleZhua.prefab	1			
1934	金矿·中		2	Assets/Product/Ui/ComponentPrefab/GoldenMiner/GoldMid.prefab	250	1	1	2680	248	100	10.0	11.0		Assets/Product/Effect/Prefab/FxUi/FxUiGoldenMinerBattle/FxUiGoldenMinerBattleZhua.prefab	1			
1935	金矿·大		2	Assets/Product/Ui/ComponentPrefab/GoldenMiner/GoldGra.prefab	600	1	1	2680	260	300	23.0	11.0		Assets/Product/Effect/Prefab/FxUi/FxUiGoldenMinerBattle/FxUiGoldenMinerBattleZhua.prefab	1			
1936	钻石·普通		3	Assets/Product/Ui/ComponentPrefab/GoldenMiner/Diamond.prefab	400	1	1	2680	211	5	17.0	13.0		Assets/Product/Effect/Prefab/FxUi/FxUiGoldenMinerBattle/FxUiGoldenMinerBattleZhua.prefab	1			
1937	钻石·超级		3	Assets/Product/Ui/ComponentPrefab/GoldenMiner/DiamondMid.prefab	800	1	1	2680	268	5	38.0	11.0		Assets/Product/Effect/Prefab/FxUi/FxUiGoldenMinerBattle/FxUiGoldenMinerBattleZhua.prefab	1			
1938	岩石·小		1	Assets/Product/Ui/ComponentPrefab/GoldenMiner/Stone.prefab	20	1	1	2680	225	50	8.0	12.0			1			
1939	岩石·中		1	Assets/Product/Ui/ComponentPrefab/GoldenMiner/StoneMid.prefab	40	1	1	2680	155	200	11.0	18.0			1			
1940	岩石·大		1	Assets/Product/Ui/ComponentPrefab/GoldenMiner/StoneGra.prefab	60	1	1	2680	224	300	39.0	12.0			1			
1941	猫		5	Assets/Product/Ui/Spine/UiSpine/UiGoldenMinerSpine/UiGoldenMineMao02.prefab	500	1	1	2680	256	6	33.0	11.0		Assets/Product/Effect/Prefab/FxUi/FxUiGoldenMinerBattle/FxUiGoldenMinerBattleZhua.prefab	1			
1942	猫+小钻石		5	Assets/Product/Ui/Spine/UiSpine/UiGoldenMinerSpine/UiGoldenMineMao02.prefab	500	1	1	2680	291	6	29.0	10.0	905	Assets/Product/Effect/Prefab/FxUi/FxUiGoldenMinerBattle/FxUiGoldenMinerBattleZhua.prefab	1			
1943	猫+大钻石		5	Assets/Product/Ui/Spine/UiSpine/UiGoldenMinerSpine/UiGoldenMineMao02.prefab	500	1	1	2680	296	6	30.0	10.0	906	Assets/Product/Effect/Prefab/FxUi/FxUiGoldenMinerBattle/FxUiGoldenMinerBattleZhua.prefab	1			
1944	猫+沙漏		5	Assets/Product/Ui/Spine/UiSpine/UiGoldenMinerSpine/UiGoldenMineMao02.prefab	500	1	1	2680	278	6	24.0	10.0	910	Assets/Product/Effect/Prefab/FxUi/FxUiGoldenMinerBattle/FxUiGoldenMinerBattleZhua.prefab	1			
1945	猫+道具箱		5	Assets/Product/Ui/Spine/UiSpine/UiGoldenMinerSpine/UiGoldenMineMao02.prefab	500	1	1	2680	283	6	32.0	10.0	909	Assets/Product/Effect/Prefab/FxUi/FxUiGoldenMinerBattle/FxUiGoldenMinerBattleZhua.prefab	1			
1946	猫+红包		5	Assets/Product/Ui/Spine/UiSpine/UiGoldenMinerSpine/UiGoldenMineMao02.prefab	500	1	1	2680	295	6	42.0	10.0	908	Assets/Product/Effect/Prefab/FxUi/FxUiGoldenMinerBattle/FxUiGoldenMinerBattleZhua.prefab	1			
1947	石榴		11	Assets/Product/Ui/ComponentPrefab/GoldenMiner/Pomegranate.prefab		1	1	2680	213	30	16.0	13.0		Assets/Product/Effect/Prefab/FxUi/FxUiGoldenMinerBattle/FxUiGoldenMinerBattleZhua.prefab	1		[1]	[2.0]
1948	炸弹		4	Assets/Product/Ui/ComponentPrefab/GoldenMiner/Boom.prefab	500	1	1	3600	209		34.0	16.0		Assets/Product/Effect/Prefab/FxUi/FxUiGoldenMinerBattle/FxUiGoldenMinerBattleBao1.prefab				
1949	金矿·小		2	Assets/Product/Ui/ComponentPrefab/GoldenMiner/Gold.prefab	100	1	1	2680	222	10		13.0		Assets/Product/Effect/Prefab/FxUi/FxUiGoldenMinerBattle/FxUiGoldenMinerBattleZhua.prefab	1			
1950	金矿·中		2	Assets/Product/Ui/ComponentPrefab/GoldenMiner/GoldMid.prefab	250	1	1	2680	187	100	12.0	15.0		Assets/Product/Effect/Prefab/FxUi/FxUiGoldenMinerBattle/FxUiGoldenMinerBattleZhua.prefab	1			
1951	金矿·大		2	Assets/Product/Ui/ComponentPrefab/GoldenMiner/GoldGra.prefab	600	1	1	2680	239	300	23.0	13.0		Assets/Product/Effect/Prefab/FxUi/FxUiGoldenMinerBattle/FxUiGoldenMinerBattleZhua.prefab	1			
1952	钻石·普通		3	Assets/Product/Ui/ComponentPrefab/GoldenMiner/Diamond.prefab	400	1	1	2680	195	5	35.0	14.0		Assets/Product/Effect/Prefab/FxUi/FxUiGoldenMinerBattle/FxUiGoldenMinerBattleZhua.prefab	1			
1953	钻石·超级		3	Assets/Product/Ui/ComponentPrefab/GoldenMiner/DiamondMid.prefab	800	1	1	2680	193	5	19.0	14.0		Assets/Product/Effect/Prefab/FxUi/FxUiGoldenMinerBattle/FxUiGoldenMinerBattleZhua.prefab	1			
1954	岩石·小		1	Assets/Product/Ui/ComponentPrefab/GoldenMiner/Stone.prefab	20	1	1	2680	258	50	2.0	11.0			1			
1955	岩石·中		1	Assets/Product/Ui/ComponentPrefab/GoldenMiner/StoneMid.prefab	40	1	1	2680	216	200	15.0	13.0			1			
1956	岩石·大		1	Assets/Product/Ui/ComponentPrefab/GoldenMiner/StoneGra.prefab	60	1	1	2680	148	300	18.0	19.0			1			
1957	猫		5	Assets/Product/Ui/Spine/UiSpine/UiGoldenMinerSpine/UiGoldenMineMao02.prefab	500	1	1	2680	288	6	37.0	10.0		Assets/Product/Effect/Prefab/FxUi/FxUiGoldenMinerBattle/FxUiGoldenMinerBattleZhua.prefab	1			
1958	猫+小钻石		5	Assets/Product/Ui/Spine/UiSpine/UiGoldenMinerSpine/UiGoldenMineMao02.prefab	500	1	1	2680	247	6	43.0	11.0	905	Assets/Product/Effect/Prefab/FxUi/FxUiGoldenMinerBattle/FxUiGoldenMinerBattleZhua.prefab	1			
1959	猫+大钻石		5	Assets/Product/Ui/Spine/UiSpine/UiGoldenMinerSpine/UiGoldenMineMao02.prefab	500	1	1	2680	272	6	22.0	10.0	906	Assets/Product/Effect/Prefab/FxUi/FxUiGoldenMinerBattle/FxUiGoldenMinerBattleZhua.prefab	1			
1960	猫+沙漏		5	Assets/Product/Ui/Spine/UiSpine/UiGoldenMinerSpine/UiGoldenMineMao02.prefab	500	1	1	2680	249	6	26.0	11.0	910	Assets/Product/Effect/Prefab/FxUi/FxUiGoldenMinerBattle/FxUiGoldenMinerBattleZhua.prefab	1			
1961	猫+道具箱		5	Assets/Product/Ui/Spine/UiSpine/UiGoldenMinerSpine/UiGoldenMineMao02.prefab	500	1	1	2680	243	6	36.0	12.0	909	Assets/Product/Effect/Prefab/FxUi/FxUiGoldenMinerBattle/FxUiGoldenMinerBattleZhua.prefab	1			
1962	猫+红包		5	Assets/Product/Ui/Spine/UiSpine/UiGoldenMinerSpine/UiGoldenMineMao02.prefab	500	1	1	2680	297	6	45.0	10.0	908	Assets/Product/Effect/Prefab/FxUi/FxUiGoldenMinerBattle/FxUiGoldenMinerBattleZhua.prefab	1			
1963	石榴		11	Assets/Product/Ui/ComponentPrefab/GoldenMiner/Pomegranate.prefab		1	1	2680	244	30	35.0	11.0		Assets/Product/Effect/Prefab/FxUi/FxUiGoldenMinerBattle/FxUiGoldenMinerBattleZhua.prefab	1		[1]	[2.0]
1964	炸弹		4	Assets/Product/Ui/ComponentPrefab/GoldenMiner/Boom.prefab	500	1	1	3600	241		29.0	15.0		Assets/Product/Effect/Prefab/FxUi/FxUiGoldenMinerBattle/FxUiGoldenMinerBattleBao1.prefab				
2901	河蚌内容物-超级金子		2	Assets/Product/Ui/ComponentPrefab/GoldenMiner/MusselGoldSp.prefab	800					400				Assets/Product/Effect/Prefab/FxUi/FxUiGoldenMinerBattle/FxUiGoldenMinerBattleZhua.prefab	1			
2902	河蚌内容物-中黄金		2	Assets/Product/Ui/ComponentPrefab/GoldenMiner/MusselGoldMid.prefab	250					100				Assets/Product/Effect/Prefab/FxUi/FxUiGoldenMinerBattle/FxUiGoldenMinerBattleZhua.prefab	1			
2903	河蚌内容物-大黄金		2	Assets/Product/Ui/ComponentPrefab/GoldenMiner/MusselGoldGra.prefab	600					300				Assets/Product/Effect/Prefab/FxUi/FxUiGoldenMinerBattle/FxUiGoldenMinerBattleZhua.prefab	1			
2904	河蚌内容物-紫色钻石		3	Assets/Product/Ui/ComponentPrefab/GoldenMiner/MusselDiamondMid.prefab	800					5				Assets/Product/Effect/Prefab/FxUi/FxUiGoldenMinerBattle/FxUiGoldenMinerBattleZhua.prefab	1			
2905	河蚌内容物-蓝色钻石		3	Assets/Product/Ui/ComponentPrefab/GoldenMiner/MusselDiamond.prefab	400					5				Assets/Product/Effect/Prefab/FxUi/FxUiGoldenMinerBattle/FxUiGoldenMinerBattleZhua.prefab	1			
2906	河蚌内容物-沙漏		8	Assets/Product/Ui/ComponentPrefab/GoldenMiner/MusselSandGlass.prefab						5				Assets/Product/Effect/Prefab/FxUi/FxUiGoldenMinerBattle/FxUiGoldenMinerBattleZhua.prefab	1		[11]	
2907	河蚌内容物-哭哭猫咪		5	Assets/Product/Ui/ComponentPrefab/GoldenMiner/MusselMouse.prefab	500	1	1	2	1	6				Assets/Product/Effect/Prefab/FxUi/FxUiGoldenMinerBattle/FxUiGoldenMinerBattleZhua.prefab	1			
9991	投影		12	Assets/Product/Ui/ComponentPrefab/GoldenMiner/Projection.prefab	100					10				Assets/Product/Effect/Prefab/FxUi/FxUiGoldenMinerBattle/FxUiGoldenMinerBattleBao2.prefab				
9992	投影仪		13	Assets/Product/Ui/ComponentPrefab/GoldenMiner/Projector.prefab	500					100				Assets/Product/Effect/Prefab/FxUi/FxUiGoldenMinerBattle/FxUiGoldenMinerBattleZhua.prefab	1			
9993	指定转向器		14	Assets/Product/Ui/ComponentPrefab/GoldenMiner/AimTurning.prefab	1000					100				Assets/Product/Effect/Prefab/FxUi/FxUiGoldenMinerBattle/FxUiGoldenMinerBattleBao2.prefab			[9991]	
9994	遗迹碎片1		15	Assets/Product/Ui/ComponentPrefab/GoldenMiner/RelicFrag1.prefab	40					5				Assets/Product/Effect/Prefab/FxUi/FxUiGoldenMinerBattle/FxUiGoldenMinerBattleZhua.prefab	1			
9995	遗迹碎片2		15	Assets/Product/Ui/ComponentPrefab/GoldenMiner/RelicFrag2.prefab	40					5				Assets/Product/Effect/Prefab/FxUi/FxUiGoldenMinerBattle/FxUiGoldenMinerBattleZhua.prefab	1			
9996	遗迹碎片3		15	Assets/Product/Ui/ComponentPrefab/GoldenMiner/RelicFrag3.prefab	40					5				Assets/Product/Effect/Prefab/FxUi/FxUiGoldenMinerBattle/FxUiGoldenMinerBattleZhua.prefab	1			
4001	10400指定转向器		14	Assets/Product/Ui/ComponentPrefab/GoldenMiner/AimTurning.prefab	1000					100				Assets/Product/Effect/Prefab/FxUi/FxUiGoldenMinerBattle/FxUiGoldenMinerBattleBao2.prefab			[20]	
4002	10422指定转向器		14	Assets/Product/Ui/ComponentPrefab/GoldenMiner/AimTurning.prefab	1000					100				Assets/Product/Effect/Prefab/FxUi/FxUiGoldenMinerBattle/FxUiGoldenMinerBattleBao2.prefab			[23]	
4003	10425指定转向器		14	Assets/Product/Ui/ComponentPrefab/GoldenMiner/AimTurning.prefab	1000					100				Assets/Product/Effect/Prefab/FxUi/FxUiGoldenMinerBattle/FxUiGoldenMinerBattleBao2.prefab			[10]	
4004	10426指定转向器		14	Assets/Product/Ui/ComponentPrefab/GoldenMiner/AimTurning.prefab	1000					100				Assets/Product/Effect/Prefab/FxUi/FxUiGoldenMinerBattle/FxUiGoldenMinerBattleBao2.prefab			[24]	
4005	10433指定转向器		14	Assets/Product/Ui/ComponentPrefab/GoldenMiner/AimTurning.prefab	1000					100				Assets/Product/Effect/Prefab/FxUi/FxUiGoldenMinerBattle/FxUiGoldenMinerBattleBao2.prefab			[20]	
4006	10460指定转向器左		14	Assets/Product/Ui/ComponentPrefab/GoldenMiner/AimTurning.prefab	1000					100				Assets/Product/Effect/Prefab/FxUi/FxUiGoldenMinerBattle/FxUiGoldenMinerBattleBao2.prefab			[4308]	
4007	10460指定转向器右		14	Assets/Product/Ui/ComponentPrefab/GoldenMiner/AimTurning.prefab	1000					100				Assets/Product/Effect/Prefab/FxUi/FxUiGoldenMinerBattle/FxUiGoldenMinerBattleBao2.prefab			[4310]	
4101	10423猫11左		5	Assets/Product/Ui/Spine/UiSpine/UiGoldenMinerSpine/UiGoldenMineMao.prefab	500	1	1	2680	299	6	11.0	9.0		Assets/Product/Effect/Prefab/FxUi/FxUiGoldenMinerBattle/FxUiGoldenMinerBattleZhua.prefab	1			
4102	10423猫1右		5	Assets/Product/Ui/Spine/UiSpine/UiGoldenMinerSpine/UiGoldenMineMao.prefab	500	1	-1	2680	299	6	1.0	9.0	909	Assets/Product/Effect/Prefab/FxUi/FxUiGoldenMinerBattle/FxUiGoldenMinerBattleZhua.prefab	1			
4103	10423猫11右		5	Assets/Product/Ui/Spine/UiSpine/UiGoldenMinerSpine/UiGoldenMineMao.prefab	500	1	-1	2680	299	6	11.0	9.0	905	Assets/Product/Effect/Prefab/FxUi/FxUiGoldenMinerBattle/FxUiGoldenMinerBattleZhua.prefab	1			
4104	10423猫19右		5	Assets/Product/Ui/Spine/UiSpine/UiGoldenMinerSpine/UiGoldenMineMao.prefab	500	1	-1	2680	299	6	19.0	9.0	906	Assets/Product/Effect/Prefab/FxUi/FxUiGoldenMinerBattle/FxUiGoldenMinerBattleZhua.prefab	1			
4105	10424猫左		5	Assets/Product/Ui/Spine/UiSpine/UiGoldenMinerSpine/UiGoldenMineMao.prefab	500	1	1	250	260	6				Assets/Product/Effect/Prefab/FxUi/FxUiGoldenMinerBattle/FxUiGoldenMinerBattleZhua.prefab	1			
4106	10425猫左		5	Assets/Product/Ui/Spine/UiSpine/UiGoldenMinerSpine/UiGoldenMineMao.prefab	500	1	1	250	260	6			906	Assets/Product/Effect/Prefab/FxUi/FxUiGoldenMinerBattle/FxUiGoldenMinerBattleZhua.prefab	1			
4107	10425猫左		5	Assets/Product/Ui/Spine/UiSpine/UiGoldenMinerSpine/UiGoldenMineMao.prefab	500	1	1	250	260	6			906	Assets/Product/Effect/Prefab/FxUi/FxUiGoldenMinerBattle/FxUiGoldenMinerBattleZhua.prefab	1			
4108	10429彩猫左		5	Assets/Product/Ui/Spine/UiSpine/UiGoldenMinerSpine/UiGoldenMineMao.prefab	500	1	1	250	260	6			906	Assets/Product/Effect/Prefab/FxUi/FxUiGoldenMinerBattle/FxUiGoldenMinerBattleZhua.prefab	1			
4109	10420猫左		5	Assets/Product/Ui/Spine/UiSpine/UiGoldenMinerSpine/UiGoldenMineMao.prefab	500	1	1	750	260	6			905	Assets/Product/Effect/Prefab/FxUi/FxUiGoldenMinerBattle/FxUiGoldenMinerBattleZhua.prefab	1			
4110	10421猫左		5	Assets/Product/Ui/Spine/UiSpine/UiGoldenMinerSpine/UiGoldenMineMao.prefab	500	1	1	750	260	6			906	Assets/Product/Effect/Prefab/FxUi/FxUiGoldenMinerBattle/FxUiGoldenMinerBattleZhua.prefab	1			
4111	10422猫左		5	Assets/Product/Ui/Spine/UiSpine/UiGoldenMinerSpine/UiGoldenMineMao.prefab	500	1	1	750	260	6			906	Assets/Product/Effect/Prefab/FxUi/FxUiGoldenMinerBattle/FxUiGoldenMinerBattleZhua.prefab	1			
4112	10422猫右		5	Assets/Product/Ui/Spine/UiSpine/UiGoldenMinerSpine/UiGoldenMineMao.prefab	500	1	-1	750	260	6				Assets/Product/Effect/Prefab/FxUi/FxUiGoldenMinerBattle/FxUiGoldenMinerBattleZhua.prefab	1			
4113	10411猫左		5	Assets/Product/Ui/Spine/UiSpine/UiGoldenMinerSpine/UiGoldenMineMao.prefab	500	1	1	500	260	6			905	Assets/Product/Effect/Prefab/FxUi/FxUiGoldenMinerBattle/FxUiGoldenMinerBattleZhua.prefab	1			
4114	10430猫左		5	Assets/Product/Ui/Spine/UiSpine/UiGoldenMinerSpine/UiGoldenMineMao.prefab	500	1	1	500	260	6				Assets/Product/Effect/Prefab/FxUi/FxUiGoldenMinerBattle/FxUiGoldenMinerBattleZhua.prefab	1			
4115	10432猫1右		5	Assets/Product/Ui/Spine/UiSpine/UiGoldenMinerSpine/UiGoldenMineMao.prefab	500	1	-1	2680	300	6	1.0			Assets/Product/Effect/Prefab/FxUi/FxUiGoldenMinerBattle/FxUiGoldenMinerBattleZhua.prefab	1			
4116	10432猫8右		5	Assets/Product/Ui/Spine/UiSpine/UiGoldenMinerSpine/UiGoldenMineMao.prefab	500	1	-1	2680	300	6	8.0		905	Assets/Product/Effect/Prefab/FxUi/FxUiGoldenMinerBattle/FxUiGoldenMinerBattleZhua.prefab	1			
4117	10434猫左		5	Assets/Product/Ui/Spine/UiSpine/UiGoldenMinerSpine/UiGoldenMineMao.prefab	500	1	1	1500	260	6			906	Assets/Product/Effect/Prefab/FxUi/FxUiGoldenMinerBattle/FxUiGoldenMinerBattleZhua.prefab	1			
4118	10434猫右		5	Assets/Product/Ui/Spine/UiSpine/UiGoldenMinerSpine/UiGoldenMineMao.prefab	500	1	-1	1500	260	6			905	Assets/Product/Effect/Prefab/FxUi/FxUiGoldenMinerBattle/FxUiGoldenMinerBattleZhua.prefab	1			
4119	10440钻猫右1		5	Assets/Product/Ui/Spine/UiSpine/UiGoldenMinerSpine/UiGoldenMineMaoEf.prefab	500	1	-1	2680	300	6	1.0		905	Assets/Product/Effect/Prefab/FxUi/FxUiGoldenMinerBattle/FxUiGoldenMinerBattleZhua.prefab	1			
4120	10440钻猫左13		5	Assets/Product/Ui/Spine/UiSpine/UiGoldenMinerSpine/UiGoldenMineMaoEf.prefab	500	1	1	2680	300	6	13.0		905	Assets/Product/Effect/Prefab/FxUi/FxUiGoldenMinerBattle/FxUiGoldenMinerBattleZhua.prefab	1			
4121	10440钻猫左24		5	Assets/Product/Ui/Spine/UiSpine/UiGoldenMinerSpine/UiGoldenMineMaoEf.prefab	500	1	1	2680	300	6	24.0		905	Assets/Product/Effect/Prefab/FxUi/FxUiGoldenMinerBattle/FxUiGoldenMinerBattleZhua.prefab	1			
4122	10440钻猫右34		5	Assets/Product/Ui/Spine/UiSpine/UiGoldenMinerSpine/UiGoldenMineMaoEf.prefab	500	1	-1	2680	300	6	34.0		905	Assets/Product/Effect/Prefab/FxUi/FxUiGoldenMinerBattle/FxUiGoldenMinerBattleZhua.prefab	1			
4123	10443彩猫左		5	Assets/Product/Ui/Spine/UiSpine/UiGoldenMinerSpine/UiGoldenMineMao.prefab	500	1	1	300	200	6			906	Assets/Product/Effect/Prefab/FxUi/FxUiGoldenMinerBattle/FxUiGoldenMinerBattleZhua.prefab	1			
