SpawnId	SpawnProbability	IsCheckLuck	IsCheckWave	SpawnMaxInterval	SpawnDistance	SpawnRange	SpawnMonsterId	SpawnMonsterNum
1	80500405	7000		1	125	2	12	3
20002	1	80500501	10000			75	2	10
3	10001	4	80500502	10000			75	2
10	3	10001	4	80500503	10000			1
	10	3	10002	2	80500504	10000		
1		12	3	20001	1	80500505	7000	
1	125	2	12	3	20002	1	80500601	10000
		75	2	10	3	10001	4	80500602
10000			75	2	10	3	10001	4
80500603	10000			1		10	3	10002
2	80500604	10000			1		12	3
20001	1	80500605	7000		1	125	2	12
3	20002	1	80500701	10000			75	2
10	3	10001	4	80500702	10000			1
	10	3	10002	2	80500703	10000		
1		10	3	10002	2	80500704	8000	
1	125	2	12	3	20001	1	80500705	7000
	1	125	2	12	3	20002	1	80500706
6000		1	125	2	12	3	30002	1
80500801	10000			75	2	10	3	10001
4	80500802	10000			1		10	3
10002	2	80500803	10000			1		10
3	10002	2	80500804	8000		1	125	2
12	3	20001	1	80500805	7000		1	125
2	12	3	20002	1	80500806	6000		1
125	2	12	3	30002	1	80500901	10000	
	75	2	10	3	10001	4	80500902	10000
		1		10	3	10002	2	80500903
10000			1		10	3	10002	2
80500904	8000		1	125	2	12	3	20001
1	80500905	7000		1	125	2	12	3
20002	1	80500906	6000		1	125	2	12
3	30002	1	80501001	10000			75	2
10	3	10001	4	80501002	10000			1
	10	3	10002	2	80501003	10000		
1		10	3	10002	2	80501004	8000	
1	125	2	12	3	20001	1	80501005	7000
	1	125	2	12	3	20002	1	80501006
6000		1	125	2	12	3	30002	1
80600101	10000			75	2	10	3	10001
4	80600102	10000			1		10	3
10001	3	80600103	6000		1	75	2	10
3	10003	3	80600104	6000		1	75	2
10	3	10003	3	80600105	8000		1	1
	10	3	10003	2	80600106	5000		1
125	2	12	3	30003	2	80600107	6000	
1	15	1	12	3	20001	1	80600201	10000
		75	2	10	3	10001	4	80600202
10000			1		10	3	10001	3
80600203	6000		1	75	2	10	3	10003
3	80600204	6000		1	75	2	10	3
10003	3	80600205	8000		1	1		10
3	10003	2	80600206	5000		1	125	2
12	3	30003	2	80600207	6000		1	15
1	12	3	20001	1	80600301	10000		
75	2	10	3	10001	4	80600302	10000	
	1		10	3	10001	3	80600303	6000
	1	75	2	10	3	10003	3	80600304
6000		1	75	2	10	3	10003	3
80600305	8000		1	1		10	3	10003
2	80600306	5000		1	125	2	12	3
30003	2	80600307	6000		1	15	1	12
3	20001	1	80600401	10000			75	2
10	3	10001	4	80600402	10000			1
	10	3	10001	3	80600403	6000		1
75	2	10	3	10003	3	80600404	6000	
1	75	2	10	3	10003	3	80600405	8000
	1	1		10	3	10003	2	80600406
5000		1	125	2	12	3	30003	2
80600407	6000		1	15	1	12	3	20001
1	80600501	10000			75	2	10	3
10001	4	80600502	500	1		1		10
3	10004	1	80600503	6000		1	75	2
10	3	10003	3	80600504	6000		1	75
2	10	3	10003	3	80600505	8000		1
1		10	3	10003	2	80600506	5000	
1	125	2	12	3	30003	2	80600507	6000
	1	15	1	12	3	20001	1	80600601
10000			75	2	10	3	10001	4
80600602	10000			1		10	3	10001
3	80600603	6000		1	75	2	10	3
10003	3	80600604	6000		1	75	2	10
3	10003	3	80600605	8000		1	1	
10	3	10003	2	80600606	5000		1	125
2	12	3	30003	2	80600607	6000		1
15	1	12	3	20001	1	80600701	10000	
	75	2	10	3	10001	4	80600702	10000
		1		10	3	10001	3	80600703
6000		1	75	2	10	3	10003	3
80600704	6000		1	75	2	10	3	10003
3	80600705	8000		1	1		10	3
10003	2	80600706	5000		1	125	2	12
3	30003	2	80600707	6000		1	15	1
12	3	20001	1	80600801	10000			75
2	10	3	10001	4	80600802	10000		
1		10	3	10001	3	80600803	6000	
1	75	2	10	3	10003	3	80600804	6000
	1	75	2	10	3	10003	3	80600805
8000		1	1		10	3	10003	2
80600806	5000		1	125	2	12	3	30003
2	80600807	6000		1	15	1	12	3
20001	1	80600901	10000			75	2	10
3	10001	4	80600902	10000			1	
10	3	10001	3	80600903	6000		1	75
2	10	3	10003	3	80600904	6000		1
75	2	10	3	10003	3	80600905	8000	
1	1		10	3	10003	2	80600906	5000
	1	125	2	12	3	30003	2	80600907
6000		1	15	1	12	3	20001	1
80600908	5000		1	125	2	12	3	30003
2	80601001	10000			75	2	10	3
10001	4	80601002	10000			1		10
3	10001	3	80601003	6000		1	75	2
10	3	10003	3	80601004	6000		1	75
2	10	3	10003	3	80601005	8000		1
1		10	3	10003	2	80601006	5000	
1	125	2	12	3	30003	2	80601007	6000
	1	15	1	12	3	20001	1	80601008
5000		1	125	2	12	3	30003	2
80601101	10000			75	2	10	3	10001
4	80601102	10000			1		10	3
10001	3	80601103	6000		1	75	2	10
3	10003	3	80601104	6000		1	75	2
10	3	10003	3	80601105	8000		1	1
	10	3	10003	2	80601106	5000		1
125	2	12	3	30003	2	80601107	6000	
1	15	1	12	3	20001	1	80601108	5000
	1	125	2	12	3	30003	2	80601201
10000			75	2	10	3	10001	4
80601202	10000			1		10	3	10001
3	80601203	6000		1	75	2	10	3
10003	3	80601204	6000		1	75	2	10
3	10003	3	80601205	8000		1	1	
10	3	10003	2	80601206	5000		1	125
2	12	3	30003	2	80601207	6000		1
15	1	12	3	20001	1	80601208	5000	
1	125	2	12	3	30003	2	80601301	6000
	1	75	2	10	3	10003	3	80601302
10000			1		10	3	10001	3
80601303	5000		1	125	2	12	3	30003
2	80700101	10000			75	2	10	3
10001	4	80700102	10000			75	2	10
3	10001	4	80700103	10000			1	
10	3	10002	2	80700104	10000			1
	10	3	10001	3	80700105	6000		1
1		10	3	10002	2	80700201	10000	
	75	2	10	3	10001	4	80700202	10000
		75	2	10	3	10001	4	80700203
10000			1		10	3	10002	2
80700204	10000			1		10	3	10001
3	80700301	10000			75	2	10	3
10001	4	80700302	10000			75	2	10
3	10001	4	80700303	10000			1	
10	3	10002	2	80700304	10000			1
	10	3	10001	3	80700305	6000		1
1		10	3	10002	2	80700401	10000	
	75	2	10	3	10001	4	80700402	10000
		75	2	10	3	10001	4	80700403
10000			1		10	3	10002	2
80700404	10000			1		10	3	10001
3	80700501	10000			75	2	10	3
10001	4	80700502	10000			75	2	10
3	10001	4	80700503	10000			1	
10	3	10002	2	80700504	10000			1
	10	3	10001	3	80700505	6000		1
1		10	3	10002	2	80700601	10000	
	75	2	10	3	10001	4	80700602	10000
		75	2	10	3	10001	4	80700603
10000			1		10	3	10002	2
80700604	10000			1		10	3	10001
3	80700701	10000			75	2	10	3
10001	4	80700702	10000			75	2	10
3	10001	4	80700703	10000			1	
10	3	10002	2	80700704	10000			1
	10	3	10001	3	80700705	6000		1
1		10	3	10002	2	80700801	10000	
	75	2	10	3	10001	4	80700802	10000
		75	2	10	3	10001	4	80700803
10000			1		10	3	10002	2
80700804	10000			1		10	3	10001
3	80700901	10000			75	2	10	3
10001	4	80700902	10000			75	2	10
3	10001	4	80700903	10000			1	
10	3	10002	2	80700904	10000			1
	10	3	10001	3	80700905	6000		1
1		10	3	10002	2	80701001	10000	
	75	2	10	3	10001	4	80701002	10000
		75	2	10	3	10001	4	80701003
10000			1		10	3	10002	2
80701004	10000			1		10	3	10001
3	80701101	10000			75	2	10	3
10001	4	80701102	10000			75	2	10
3	10001	4	80701103	10000			1	
10	3	10002	2	80701104	10000			1
	10	3	10001	3	80701105	6000		1
1		10	3	10002	2	80701201	10000	
	75	2	10	3	10001	4	80701202	10000
		75	2	10	3	10001	4	80701203
10000			1		10	3	10002	2
80701204	10000			1		10	3	10001
3	80701301	10000			75	2	10	3
10001	4	80701302	10000			75	2	10
3	10001	4	80701303	10000			1	
10	3	10002	2	80701304	10000			1
	10	3	10001	3	80701305	10000		
3		12	3	50001	1	80701401	10000	
	75	2	10	3	10001	4	80701402	10000
		75	2	10	3	10001	4	80701403
10000			1		10	3	10002	2
80701404	10000			1		10	3	10001
3	80701405	10000			3		12	3
50001	1	80701501	10000			75	2	10
3	10001	4	80701502	10000			75	2
10	3	10001	4	80701503	10000			1
	10	3	10002	2	80701504	10000		
1		10	3	10001	3	80701505	10000	
	3		12	3	50001	1	80800101	10000
		5	1	10	3	10001	6	80800102
10000			5	1	10	3	10001	6
80800103	10000			67	2	10	3	10002
2	80800104	10000			67	2	10	3
10002	2	80800105	10000			67	2	10
3	10001	4	80800201	10000			5	1
10	3	10001	6	80800202	10000			5
1	10	3	10001	6	80800203	10000		
67	2	10	3	10002	2	80800204	10000	
	67	2	10	3	10002	2	80800205	10000
		67	2	10	3	10001	4	80800301
10000			5	1	10	3	10001	6
80800302	10000			5	1	10	3	10001
6	80800303	10000			67	2	10	3
10002	2	80800304	10000			67	2	10
3	10002	2	80800305	10000			67	2
10	3	10001	4	80800401	10000			5
1	10	3	10001	6	80800402	10000		
5	1	10	3	10001	6	80800403	10000	
	67	2	10	3	10002	2	80800404	10000
		67	2	10	3	10002	2	80800405
10000			67	2	10	3	10001	4
80800501	10000			5	1	10	3	10001
6	80800502	10000			2		10	3
60001	1	80800503	10000			67	2	10
3	10002	2	80800504	10000			67	2
10	3	10002	2	80800505	10000			67
2	10	3	10001	4	80800601	10000		
