Id	ConditionId	BornMagic	EnemyBornMagic	PartnerBornMagic	Description
2230590		[776834, 776838]			含英·核心超限
2230591		[776839]			含英·超频一
2230592		[776840]			含英·超频二
2230593		[776845]			幻奏·差异核心Ⅳ
2230594		[776853, 776845]			幻奏·差异核心超限
2230595		[776854]			幻奏·差异超频一Ⅳ
2230596		[776858]			幻奏·差异超频一Ⅳ
2230597		[833683]			深红囚影·核心
2230598		[833683]			深红囚影·核心超限
2230599		[833691]			深红囚影·超频一
2230700		[833695]			深红囚影·超频二
2230701		[833697]			深红囚影·差异核心Ⅳ
2230702		[934425, 833697]			深红囚影·差异核心超限
2230703		[934429]			深红囚影·差异超频一Ⅳ
2230704		[934430]			深红囚影·差异超频二Ⅳ
2230705		[776767, 776769]			辉晓·差异·核心
2230706		[776769, 776767]			辉晓·差异·核心超限
2230707		[776772]			辉晓·差异·超频一Ⅳ
2230708		[776776]			辉晓·差异·超频一Ⅳ
2230709		[833682]			诺克提·核心
2230710		[833682]			诺克提·核心超限
2230711		[776786]			诺克提·超频一
2230712		[776797]			诺克提·超频二
2230713		[776759]			极昼·差异·核心
2230714		[776759]			极昼·差异·核心超限
2230715		[776764]			极昼·差异·超频一Ⅳ
2230716		[776762]			极昼·差异·超频一Ⅳ
2230717		[764480]			极昼·差异·超频一Ⅳ
2230718		[764480, 740961]			遥星之座·差异·核心超限
2230719		[764483]			遥星之座·差异·超频一Ⅳ
2230720		[764484]			遥星之座·差异·超频一Ⅳ
2230721		[764485]			超刻·差异·核心
2230722		[764485, 740961]			超刻·差异·核心超限
2230723		[764488]			超刻·差异·超频一Ⅳ
2230724		[764489]			超刻·差异·超频一Ⅳ
2230725		[749752]	[749753]		赛季一环境
2230726			[749754]		赛季二环境
2230727			[749757]		赛季三环境
2230728		[749764]	[749762, 749763]		赛季四环境
2230729		[762566]			深谣·差异·核心
2230730		[762566, 762569]			深谣·差异·核心超限
2230731		[762571]			深谣·差异·超频一Ⅳ
2230732		[762577]			深谣·差异·超频一Ⅳ
2230733		[762582]			深谣·差异·核心
2230734		[762582, 762583]			深谣·差异·核心超限
2230735		[762585]			深谣·差异·超频一Ⅳ
2230736		[762587]			深谣·差异·超频一Ⅳ
2230737		[934434]			S渡边·差异·核心
2230738		[934434]			S渡边·差异·核心超限
2230739		[934437]			S渡边·差异·超频一Ⅳ
2230740		[934438]			S渡边·差异·超频一Ⅳ
2230741		[934443]			S渡边·差异·核心
2230742		[934443]			S渡边·差异·核心超限
2230743		[934444]			S渡边·差异·超频一Ⅳ
2230744		[934449]			S渡边·差异·超频一Ⅳ
2230745		[782917]			长按必杀状态下根据消球数量叠伤害，最高100层，无持续时间
2230746		[782922]			长按必杀状态结束后获得X个信号球
2230747		[782923]			每次普攻获得X个随机球
2230748		[782924]			每次释放必杀时登龙条充满
2230749		[782929]			进入二阶段后每次长按普攻都是登龙登龙螺旋丸，登龙螺旋丸伤害提升X%
2230750		[782933]			登龙螺旋丸释放完后获得登龙条充能并且获得三消
2230751		[782881]			释放唤岳时伤害提升X%，被动值大于X点时换岳将冻结所有怪物X秒。冻结状态下怪物受到伤害提升Y%
2230752		[782891]			三消后概率反三消
2230753		[782892]			释放换岳后天空中掉落冰坨攻击所有怪物（已有特效）
2230754		[782893]			每次普攻会召唤孔雀进行协同攻击（需要符合每段普攻的动作），伤害类型视为普攻
2230755		[782905]			普攻伤害大幅度提升但不会获得信号球
2230756		[782909]			受到攻击的怪物速度将会减慢，可叠加，叠加到X层后清除buff受到自身生命值X%的冻伤
2230757		[782948]			消除红球会额外从45°与-45°飞出两道剑气，有独立伤害判定，伤害为含英攻击力X%的物理伤害
2230758		[782950]			消球有概率返还X个信号球
2230759		[782942]			含英离场后月音之域不会直接回收而是下次登场时回收，处于领域中的所有己方角色伤害增加X%
2230760		[782951]			二状态普攻最后一段精准点按必杀召唤的影子从1个变为3个，伤害提升X%，并且触发一次后后续每次点按必杀都会召唤1个影子协同攻击，持续X秒
2230761		[782958]			所有必杀按键造成的伤害提升X
2230762		[782960]			含英每次攻击会降低敌人物理抗性，可叠加10层，持续X秒，每次触发刷新
2230763		[782965]			每次接到备用左轮时，有X%的概率再获得一把备用左轮并触发持续1秒的超算
2230764		[782968]			每发修正弹都会让冷凝弹具有Y%的概率爆头，爆头造成额外Z%的伤害
2230765		[782970]			超链路飞行会消耗所有修正弹，每X发修正弹会额外提供一把备用左轮
2230766		[782973]			红球蓄力时受伤，也会触发触发掩护射击。掩护射击会立刻加满校准值进核心，并补充X发子弹
2230767		[782976]			2段大消耗修正弹时，每发修正弹都会降低敌人X%的冰属性抗性并提供一个随机信号球，减抗效果持续Y秒，可叠加30层，重复叠加刷新持续时间
2230768		[782982]			进核心后长按普攻消耗冷凝弹时，每消耗1发冷凝弹会有X%的概率，额外消耗1个信号球，每消耗一个信号球就可以让下一次必杀伤害提升Y%
2230769		[782989]			必杀技消耗的燃点会转化成等额的坚守值，并降低敌人X%的火属性抗性，减抗持续Y秒，重复叠加刷新持续时间
2230770		[782994]			识绽反击时如果有坚守值，就会添加BUFF，BUFF存在期间会让识绽反击伤害提升X%，持续Y秒，可叠加Z层，重复触发刷新持续时间
2230771		[783017]			能量护盾耐久值提升X，识绽反击命中后，有Y%的概率回复Z点坚守值。使用识绽反击后，如果坚守值为0，则会触发超算，10秒内最多触发一次超算
2230772		[783001]			点按必杀为全场所有单位创建熊腿，熊腿伤害提升X%，若受到熊腿伤害的怪物小于等于2个，熊腿额外附加布偶熊X%攻击力的伤害
2230773		[783006]			布偶熊保持移动状态与站立待机时每隔X秒攻击力上升Y点，持续Z秒，每次叠加刷新，可叠加N层
2230774		[783011]			怪物被点按必杀攻击达到X次后将会一次受到布偶熊攻击力X%的的伤害
2230775		[784951]			入场时立即进入焰雷模式，持续获得信号球，进入焰雷模式时锁3秒淬炼值消耗
2230776		[783105]			焰雷模式下，绯刃触发效率翻倍，并且伤害提升X%，进入浮空模式时，根据当前连击数提升浮空模式下Y%额外伤害（连击最高500）
2230777		[783116]			浮空模式下，每段绮晖狂舞增加下一次蚀日彻曙X%的额外伤害
2230778		[784977]			角色始终保持焰雷形态，无法进入浮空模式
2230779		[783112]			释放辉光碎羽结束后立即回满辉光值，每次释放辉光碎羽，提升协行锐斩50%额外伤害，最多叠加2次
2230780		[783121]			释放协行锐斩后，触发4次额外攻击，每段造成X点火属性伤害，每次攻击降低敌方Y%火属性抗性
2230781		[783024]			受到致死伤害时不会直接死亡，进入无敌状态X秒，冷却Y秒
2230782		[783033]			每次造成伤害会消耗自身最大生命值的Y%，不会致死，总伤害加深率提升X%
2230783		[783040]			血量低于X%时总伤害加升率额外提升X%
2230784		[783043]			血量为满时造成伤害时总伤害加深率提升X%
2230785		[783045]			每隔X秒生成护盾，受到伤害1S内护盾破碎，X秒后再次生成
2230786		[783049]			闪避成功时总伤害加深率提升X%
2230787		[783054]			物理攻击会让怪物进入流血状态，每秒受到角色攻击力X%的物理伤害（角色对怪物造成伤害）
2230788		[783056]			每个怪物第一次进入流血状态时在原地留下红色血球，靠近后吸收并增加角色X点攻击力，可叠加Y层，无持续时间
2230789		[783062]			场上处于流血状态的怪物死亡后立即提升角色X%总伤害加深率，持续X秒，可叠加Y层
2230790		[783124]			所有伤害不会扣除生命值而是扣除伤害值的10%生命上限，血量低于10点后效果将失效
2230791		[783141]			对敌人造成伤害时根据自身拥有生命值百分比造成百分比*X的真实伤害，冷却X秒
2230792		[893139]			在X秒内没有受到敌人伤害，自身生命上限不足X时每秒增加Y点生命上限，直到被攻击或生命值上限达到X点
2230793		[783150]			对怪物造成伤害时根据已损失生命值百分比（分10级，1-10分别回不同的护盾值）回复固定护盾并刷新护盾，护盾上限为X点
2230794		[783155]			角色存在护盾时，受到伤害降低X%
2230795		[783157]			对敌人造成伤害时，附加护盾量X%的伤害，冷却1S
2230796		[783143]			根据连击段数提升总伤害加深率，每100段提升X%，最多可叠加Y层
2230797		[783145]			角色每秒获得X层buff，可叠加Y层，每次造成伤害时伤害增加X%，并且消耗一层buff
2230798		[764169]			角色保持站立，每秒对怪物造成自身攻击力X%的真实伤害
2230799		[764172]			角色保持站立时，每秒攻击力增加X点，持续X秒，最大Y层，叠加刷新
2230800		[764174]			角色保持站立时，减伤提升X%，并且拥有霸体
2230801		[764177]			角色保持站立时，每秒回复X点生命值
2230802		[764179]			角色保持站立时受到攻击时，攻击者受到角色攻击力X%真实伤害的反震
2230803			[734229, 735490, 735495]		大秘境第一章环境
2230804			[735440, 735491, 735495]		大秘境第二章环境
2230805			[735441, 735493, 735495]		大秘境第三章环境
2230806			[735442, 735492, 735495]		大秘境第四章环境
2230807			[735443, 735494, 735495]		大秘境第五章环境
2230808		[735496]	[735444, 735492, 735495]		大秘境第六章环境
2230809			[785045, 735490, 735493, 735495]		大秘境第七张环境
2230810			[735446, 735491, 735494, 735495]		大秘境第八章环境
2230811			[735447]		大秘境第九章环境
2230812		[783170]			八咫核心
2230813		[783173]			八咫超频一
2230814		[783172]			八咫超频二
2230815		[783192]			七实核心
2230816		[783194]			七实超频一
2230817		[784958]			七实超频二
2230818		[783193]			七实核心改
2230819		[783195]			七实超频一改
2230820		[783197]			七实超频二改
2230821		[784972]			幻日·核心Ⅰ
2230822		[784971]			幻日·超频一Ⅰ
2230823		[784973]			幻日·超频二Ⅰ
2230824		[784974]			幻日·核心改
2230825		[784975]			幻日·超频一改
2230826		[784976]			幻日·超频二改
2230827		[784966]			灼惘·核心Ⅰ
2230828		[784965]			灼惘·超频一Ⅰ
2230829		[784967]			灼惘·超频二Ⅰ
2230830		[784970]			灼惘·核心改
2230831		[784968]			灼惘·超频一改
2230832		[784969]			灼惘·超频二改
2230833		[784669]			希声·核心Ⅰ
2230834		[784668]			希声·超频一Ⅰ
2230835		[784671]			希声·超频二Ⅰ
2230836		[784679]			希声·核心改
2230837		[784673]			希声·超频一改
2230838		[784676]			希声·超频二改
2230839		[784682]			希声·超频三改
2230840		[784804]			谬影·核心Ⅰ
2230841		[784801]			谬影·超频一Ⅰ
2230842		[784805]			谬影·超频二Ⅰ
2230843		[784808]			谬影·核心改
2230844		[784809]			谬影·超频一改
2230845		[784810]			谬影·超频二改
2230846		[784694]			破晓·核心Ⅰ
2230847		[784687]			破晓·超频一Ⅰ
2230848		[784690]			破晓·超频二Ⅰ
2230849		[784664]			晖暮·核心Ⅰ
2230850		[784661]			晖暮·超频一Ⅰ
2230851		[784658]			晖暮·超频二Ⅰ
2230852		[784654]			晖暮·核心改
2230853		[784651]			晖暮·超频一改
2230854		[784711]			晖暮·超频二改
2230855		[784701]			斜奏·核心Ⅰ
2230856		[784702]			斜奏·超频一Ⅰ
2230857		[784705]			斜奏·超频二Ⅰ
2230858		[784981]			铮骨·核心Ⅰ
2230859		[784982]			铮骨·超频一Ⅰ
2230860		[784983]			铮骨·超频二Ⅰ
2230861		[784978]			铮骨·核心改
2230862		[784979]			铮骨·超频一改
2230863		[784980]			铮骨·超频二改
2230600			[746350]		射击2.0关卡基础属性设置
2230601			[761603]		射击2.0关卡血量加成
2230602		[746351]			射击2.0治疗支援
2230603		[746339]			射击2.0霸体支援
2230604		[746343]			射击2.0飞机支援
2230605		[746355]			射击2.0兴奋剂
2230606		[746358]			射击2.0冰冻
2230607		[746360]			射击2.0超算
2230608			[761604]		射击2.0光辉关技能
2230609			[761605]		射击2.0每日关怪物血量
2230610		[764530]			三星图鉴加成
2230611		[764531, 764530]			三星图鉴加成
2230612		[764532, 764531, 764530]			三星图鉴加成
2230613		[764533, 764532, 764531, 764530]			三星图鉴加成
2230614		[764534, 764533, 764532, 764530]			三星图鉴加成
2230615		[764535]			四星图鉴加成
2230616		[764536, 764535]			四星图鉴加成
2230617		[764537, 764536, 764535]			四星图鉴加成
2230618		[764538, 764537, 764536, 764535]			四星图鉴加成
2230619		[764539, 764538, 764537, 764535]			四星图鉴加成
2230620		[764540]			五星图鉴加成
2230621		[764541, 764540]			五星图鉴加成
2230622		[764542, 764541, 764540]			五星图鉴加成
2230623		[764543, 764542, 764541, 764540]			五星图鉴加成
2230624		[764544, 764543, 764542, 764540]			五星图鉴加成
2230625		[764545]			六星图鉴加成
2230626		[764546, 764545]			六星图鉴加成
2230627		[764547, 764546, 764545]			六星图鉴加成
2230628		[764548, 764547, 764546, 764545]			六星图鉴加成
2230629		[764549, 764548, 764547, 764545]			六星图鉴加成
2240001		[778301]			二周年肉鸽-天火阵容-普攻技能Lv1
2240002		[778302]			二周年肉鸽-天火阵容-普攻技能Lv2
2240003		[778303]			二周年肉鸽-天火阵容-普攻技能Lv3
2240004		[778304]			二周年肉鸽-天火阵容-普攻技能Lv4
2240005		[778311]			二周年肉鸽-天火阵容-三消技能Lv1
2240006		[778312]			二周年肉鸽-天火阵容-三消技能Lv2
2240007		[778313]			二周年肉鸽-天火阵容-三消技能Lv3
2240008		[778314]			二周年肉鸽-天火阵容-三消技能Lv4
2240009		[778321]			二周年肉鸽-天火阵容-大招技能Lv1
2240010		[778322]			二周年肉鸽-天火阵容-大招技能Lv2
2240011		[778323]			二周年肉鸽-天火阵容-大招技能Lv3
2240012		[778324]			二周年肉鸽-天火阵容-大招技能Lv4
2240013		[778331]			二周年肉鸽-天火阵容-超算技能Lv1
2240014		[778332]			二周年肉鸽-天火阵容-超算技能Lv2
2240015		[778333]			二周年肉鸽-天火阵容-超算技能Lv3
2240016		[778334]			二周年肉鸽-天火阵容-超算技能Lv4
2240017		[778361]			二周年肉鸽-天火阵容-火属性伤害提升
2240018		[778362]			二周年肉鸽-天火阵容-提高大招充能速度
2240019		[778363]			二周年肉鸽-天火阵容-掉血加真伤
2240020		[778341]			二周年肉鸽-天火阵容-天火范围翻倍
2240021		[778342]			二周年肉鸽-天火阵容-概率召唤额外天火
2240022		[778343]			二周年肉鸽-天火阵容-召唤熔岩地表
2240023		[778344]			二周年肉鸽-天火阵容-重置天火冷却
2240024		[778345]			二周年肉鸽-天火阵容-击中挂炸弹
2240025		[778346]			二周年肉鸽-天火阵容-被天火击中加伤
2240026		[778348]			二周年肉鸽-天火阵容-天火伤害提升
2240027		[770940, 770950]			二周年肉鸽-雷球阵容-普攻技能Lv1
2240028		[770940, 770951]			二周年肉鸽-雷球阵容-普攻技能Lv2
